other	25
VA 21-4138 Statement In Support of Claim	114
VA 21-4138 Statement In Support of Claim	190
VA 21-0966 Intent to File	14
Form 9	17
other	20
RAMP Opt-in Election	13
BVA Decision	718
CAVC Decision	21
SOC	267
Rating Decision - Codesheet	35
CAPRI	27
Appeal Notification Letter	11
VA Memo	69
VA Memo	48
Third Party Correspondence	12
Rating Decision - Narrative	18
VA 21-526EZ, Fully Developed Claim (Compensation)	14
Rating Decision - Narrative	12
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	18
VA 21-4138 Statement In Support of Claim	20
VA 21-526EZ, Fully Developed Claim (Compensation)	33
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	23
C&P Exam	83
Rating Decision - Narrative	126
other	24
Rating Decision - Narrative	89
other	22
other	21
Third Party Correspondence	23
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	23
NOD	28
other	38
other	22
VA 646 Statement of Accredited Representative in Appealed Case	11
Correspondence	16
Third Party Correspondence	10
CAPRI	894858
C&P Exam	132
Medical Treatment Record - Non-Government Facility	15
SOC	10
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
VETSNET Award Print	19
Correspondence	11
VA 21-4192 Request for Employment Information in Connection with Claim for Disability	15
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	11
C&P Exam	30
Rating Decision (e.g. VA Form 21-6796)	10
Rating Decision - Narrative	10
Rating Decision - Narrative	34
Rating Decision - Narrative	12
Rating Decision - Narrative	34
Rating Decision - Narrative	13
NOD	11
NOD	20
VA 21-4138 Statement In Support of Claim	11
CAPRI	11
other	19
Rating Decision - Narrative	37
NOD	14
C&P Exam	10
other	10
BVA Decision	188319
Rating Decision - Narrative	10
Rating Decision - Narrative	26
Rating Decision - Narrative	18
BVA Letter	62
VA 21-526EZ, Fully Developed Claim (Compensation)	15
Rating Decision - Narrative	27
Rating Decision - Narrative	22
Rating Decision - Codesheet	10
VA 28-1900 Disabled Veterans Application for Vocational Rehabilitation	19
NOD	10
DRO Process Explanation Letter	10
other	10
other	12
DPRIS - DD 214 Certified Original - Certificate of Release or Discharge From Active Duty	12
CAPRI	13
Rating Decision - Codesheet	18
VETSNET Award Print	17
NOD	15
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
Deferred Rating (e.g. VA Form 21-6789)	18
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	60
Hearing Testimony	49
Rating Decision - Narrative	27
Correspondence	12
other	15
Power of Attorney (incl. VA 21-22, VA 22a)	14
other	10
VETSNET Award Print	17
CAPRI	11
BVA Decision	12
other	10
other	13
other	10
other	25
Rating Decision - Narrative	51
other	17
Rating Decision - Narrative	19
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	13
Rating Decision - Narrative	22
VA Form 10182 Notice of Disagreement	20
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	23
RAMP Opt-In Notice	24
Rating Decision - Narrative	13
Rating Decision - Narrative	10
Rating Decision - Narrative	45
other	32
other	21
other	46
other	284
SOC	26
Form 9	12
other	13
other	35
VA 21-526EZ, Fully Developed Claim (Compensation)	13
Rating Decision - Narrative	29
other	18
other	13
Returned Mail	20230
C&P Exam	73
C&P Exam	24
other	10
other	17
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	12
Rating Decision - Codesheet	19
VETSNET Award Print	26
C&P Exam	11
VETSNET Award Print	10
Correspondence	13
Returned Mail	34
Form 9	15
SOC	21
Correspondence	10
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	22
other	11
other	23
Rating Decision - Narrative	24
VA Form 10182 Notice of Disagreement	13
Rating Decision - Narrative	27
Correspondence	611
NOD	46
Power of Attorney (incl. VA 21-22, VA 22a)	116
RAMP Opt-in Election	34
Rating Decision - Narrative	14
Rating Decision - Narrative	40
Hearing Related	15
Rating Decision - Codesheet	10
VETSNET Award Print	28
other	41
other	28
other	439
C&P Exam	19
C&P Exam	29
C&P Exam	165
C&P Exam	510
C&P Exam	10
C&P Exam	48
C&P Exam	13
C&P Exam	17
VA Exam Worksheet	60
other	16
SOC	16
other	114
Rating Decision - Narrative	11
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	34245
RAMP Opt-in Election	13
NOD	14
Rating Decision - Narrative	20
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	20
VA 21-4142 Authorization for Release of Information	20
other	24
VA 21-0820 Report of General Information	36
VA 21-0820 Report of General Information	23
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	26
Correspondence	10
CAPRI	18
other	31
Third Party Correspondence	27
other	23
SOC	37
other	26
Third Party Correspondence	11
other	10
SOC	36
Correspondence	13
VA 21-8940 Veterans Application for Increased Compensation Based on Unemployability	10
VA 21-0845 Authorization to Disclose Personal Information to a Third Party	39
SOC	20
DRO Process Explanation Letter	43
VA 21-526EZ, Fully Developed Claim (Compensation)	10
other	13
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	11
other	10
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
C&P Exam	19
other	10
other	14
other	12
other	21
Third Party Correspondence	28
Medical Treatment Record - Non-Government Facility	21
other	16
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	55
VETSNET Award Print	13
Motion to Advance on Docket	24
other	14
other	16
Rating Decision - Narrative	37
Rating Decision - Narrative	56
Rating Decision - Narrative	11
Rating Decision - Narrative	4203
other	13
other	14
Third Party Correspondence	40
Correspondence	14
other	15
other	12
Administrative Decision	11
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	13
Rating Decision - Codesheet	12
other	14
BVA Decision	23
VA 21-0845 Authorization to Disclose Personal Information to a Third Party	10
Appeal Notification Letter	17
Correspondence	10
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	16
Correspondence	14
other	14
Power of Attorney (incl. VA 21-22, VA 22a)	15
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	14
Correspondence	94
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	26
other	17
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	16
FOIA/Privacy Act Request	19
DRO Process Explanation Letter	11
Email Correspondence	10
Congressionals	42
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	18
Rating Decision - Narrative	12
Correspondence	13
Correspondence	22
other	20
other	40
Rating Decision - Codesheet	11
Rating Decision - Narrative	16
Correspondence	11
other	28
other	27
other	60074
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	2376
other	11
other	24
Rating Decision - Narrative	10
Rating Decision - Narrative	12
Rating Decision - Narrative	33
Rating Decision - Codesheet	10
Rating Decision - Codesheet	102
VA 21-674 Report of School Attendance	10
Email Correspondence	19
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	71
Hearing Transcript	23
BVA Decision	76
RAMP Opt-In Notice	19
RAMP Opt-in Election	10
Appeal Notification Letter	24
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	12
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	615
other	157
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	15
Deferred Rating (e.g. VA Form 21-6789)	11
VA Memo	23
Form 9	28
Correspondence	11
Rating Decision (e.g. VA Form 21-6796)	11
VA 21-8947 Compensation and Pension Award	12
Financial Actions (waiver, requests, check replacement requests, check reissued, finance letters)	10
Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)	21
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	13
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	21
Rating Decision - Narrative	17
Rating Decision - Narrative	11
Rating Decision - Codesheet	141
VETSNET Award Print	25
other	56
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	87
Rating Decision - Narrative	39
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	13
VETSNET Award Print	31
VA 21-4138 Statement In Support of Claim	14
VA 21-4138 Statement In Support of Claim	49
Correspondence	19
Rating Decision - Narrative	10
BVA Letter	43
Rating Decision - Narrative	16
Rating Decision - Narrative	10
VA Form 10182 Notice of Disagreement	31
Audit Error Worksheet	11
VA Examination	10
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	68
SOC	15
SOC	36
Rating Decision - Narrative	31
NOD	304853
Rating Decision - Narrative	13
VA 21-526EZ, Fully Developed Claim (Compensation)	45
Rating Decision - Narrative	43
other	18
VA Exam Worksheet	39
Rating Decision - Narrative	15
other	10
Correspondence	1603
Rating Decision - Narrative	40
other	13
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	62
Congressionals	16
Congressionals	23
Third Party Correspondence	13
Returned Mail	780
Returned Mail	22
Returned Mail	17
Returned Mail	10
SHARE Print Screens	10
VA 27-0820 Report of General Information	12
Correspondence	10
CAPRI	26
Correspondence	21
Correspondence	16
Rating Decision - Narrative	20
Rating Decision - Codesheet	10
other	175
CAPRI	12
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	12
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	12
other	11
CAPRI	10
VA 21-4138 Statement In Support of Claim	11
other	18
C&P Exam	10
VA 21-4192 Request for Employment Information in Connection with Claim for Disability	108
VA 21-4138 Statement In Support of Claim	29
VETSNET Award Print	11
VA 21-8940 Veterans Application for Increased Compensation Based on Unemployability	14
C&P Exam	13
Correspondence	12
Rating Decision - Narrative	10
C&P Exam	10
other	23
Rating Decision - Narrative	11
C&P Exam	11
C&P Exam	10
Correspondence	10
VA 21-4138 Statement In Support of Claim	84
Medical Treatment Record - Non-Government Facility	12
Medical Treatment Record - Non-Government Facility	10
Medical Treatment Record - Non-Government Facility	11
Rating Decision - Narrative	20
NOD	13
NOD	27
Rating Decision - Narrative	13
CAPRI	30
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	11
Rating Decision - Codesheet	19
Rating Decision - Narrative	19
Remand BVA or CAVC	37
Correspondence	19
NOD	519740
Appeal Process Request Letter	11
Power of Attorney (incl. VA 21-22, VA 22a)	10
Election DRO Process	10
Election DRO Process	13
Third Party Correspondence	12
Correspondence	27
Correspondence	13
CAPRI	10
RAMP Opt-In Notice	10
VA 21-0845 Authorization to Disclose Personal Information to a Third Party	10
Correspondence	20
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	19
Medical Treatment Record - Non-Government Facility	23
Rating Decision - Codesheet	11
Correspondence	35
Appeal Notification Letter	34
VA 21-0966 Intent to File	10
Third Party Correspondence	22
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	16
Medical Treatment Record - Non-Government Facility	43
other	10
Hearing Testimony	11
FAS All Transactions	17
VA 21-0961 Electronic Signatures	34
Correspondence	28
VA 21-4138 Statement In Support of Claim	266
VA 21-4138 Statement In Support of Claim	16
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
Fiscal Transaction (18) Establish Attorney Fee	17
SSOC	10
Third Party Correspondence	12
Correspondence	13
VA Form 10182 Notice of Disagreement	12
Award Print	10
C&P Exam	428200
BVA Decision	995
Form 9	33
SOC	38
Form 9	14
Rating Decision - Narrative	70
Rating Decision - Codesheet	17
SSOC	22
NOD	35
Rating Decision - Narrative	47
Rating Decision - Codesheet	31
Rating Decision - Codesheet	15
SSOC	100
Rating Decision - Narrative	19
Rating Decision - Codesheet	12
Fiscal Transaction (18) Establish Attorney Fee	10
VA Form 20-0998 Your Rights to Seek Further Review of Our Decision	63
VA 21-4138 Statement In Support of Claim	62
Correspondence	276732
Rating Decision - Narrative	12
Rating Decision - Narrative	11
VA 27-0820 Report of General Information	15
VA Form 10182 Notice of Disagreement	14
VA 21-4138 Statement In Support of Claim	10
Rating Decision - Narrative	42
VA 21-526EZ, Fully Developed Claim (Compensation)	18
Rating Decision - Narrative	10
Correspondence	11
Medical Treatment Record - Non-Government Facility	15
VA 21-4138 Statement In Support of Claim	10
C&P Exam	12
VA 21-4138 Statement In Support of Claim	15
Email Correspondence	10
VA Form 10182 Notice of Disagreement	154
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	18
Rating Decision - Narrative	19
VA 21-4138 Statement In Support of Claim	21
Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)	34
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	421
Rating Decision - Narrative	21
RAMP Opt-In Notice	13
NOD	11
Rating Decision - Narrative	275
Correspondence	20
VA 21-4138 Statement In Support of Claim	12
other	10
CAPRI	16
VA 21-526EZ, Fully Developed Claim (Compensation)	21
VA 21-4138 Statement In Support of Claim	19
other	56
other	25
other	14
other	32
Rating Decision - Narrative	21
Rating Decision - Narrative	296
other	17
SOC	13
Correspondence	12
VA 21-4138 Statement In Support of Claim	10
Rating Decision - Narrative	951148
Service Record (SR)	41
VA 21-4138 Statement In Support of Claim	61
VA 27-0820 Report of General Information	46
VA Form 10182 Notice of Disagreement	78
Rating Decision - Narrative	595
RAMP Opt-in Election	45
RAMP Opt-in Election	29
RAMP Opt-in Election	73
Third Party Correspondence	145
Appeal Notification Letter	21
Correspondence	42
Correspondence	49
Subsequent Development Letter	22
Correspondence	135
Third Party Correspondence	124
Correspondence	67
RAMP Opt-in Election	92
NOD	35
Correspondence	112
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	42
VA Form 10182 Notice of Disagreement	34
VA Form 10182 Notice of Disagreement	404
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	72
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	19
VA 21-526EZ, Fully Developed Claim (Compensation)	13371
VA Form 10182 Notice of Disagreement	48
Rating Decision - Narrative	29
Correspondence	25
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	59269
Medical Treatment Record - Government Facility	67
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	50
Rating Decision - Narrative	17
Rating Decision - Narrative	32
Rating Decision - Narrative	26
Rating Decision - Narrative	27
Rating Decision - Codesheet	25
STR	11
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	37
Rating Decision - Narrative	22
VA 21-0820 Report of General Information	10
FOIA/Privacy Act Request	23
VA 21-0820 Report of General Information	13
NOD	10
RAMP Opt-in Election	13
Congressionals	18
Rating Decision - Narrative	14
Rating Decision - Codesheet	175
VETSNET Award Print	17
VA 21-4138 Statement In Support of Claim	24
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	20
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	22
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	12
Correspondence	24
SSOC	35
Rating Decision - Narrative	18
other	10
Correspondence	13
Correspondence	10
Correspondence	11
other	17
Correspondence	22
Rating Decision - Narrative	10
Correspondence	23
BVA Decision	29
BVA Decision	25
BVA Letter	17
BVA Decision	45
Hearing Transcript	69
VA Memo	16
Third Party Correspondence	73
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	17
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	495
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	20
VA 21-4138 Statement In Support of Claim	15
Correspondence	19
Correspondence	1884
Medical Treatment Record - Non-Government Facility	28
Medical Treatment Record - Government Facility	10
Photographs	12
VA Examination	10
Correspondence	11
Medical Treatment Record - Government Facility	12
Military Personnel Record	15
Correspondence	35
Correspondence	10
Correspondence	131
Correspondence	42
Third Party Correspondence	80
Third Party Correspondence	18
Congressionals	39
Military Personnel Record	16
Buddy / Lay Statement	14
Buddy / Lay Statement	10
Medical Treatment Record - Government Facility	12
Buddy / Lay Statement	34
Buddy / Lay Statement	12
Buddy / Lay Statement	17
Motion for Reconsideration	20
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	20
RAMP Opt-In Notice	29
Motion for Reconsideration	106
VA 21-0820 Report of General Information	16
Correspondence	82
Correspondence	16
Medical Treatment Record - Non-Government Facility	17
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	22
Correspondence	10
RAMP Opt-In Notice	14
RAMP Opt-in Election	11
5103 Notice Acknowledgement	21
Correspondence	10
CAPRI	94
Rating Decision - Codesheet	11
RAMP Opt-in Election	11
NOD	25
Returned Mail	25
Medical Treatment Record - Non-Government Facility	11
Medical Treatment Record - Non-Government Facility	20
Medical Treatment Record - Non-Government Facility	46
5103 Notice Acknowledgement	10
Congressionals	12
Third Party Correspondence	11
Correspondence	13
CAPRI	16
VA Exam Worksheet	255
Deferred Rating (e.g. VA Form 21-6789)	56
C&P Exam	11
VA 21-2507a Request for Physical Examination	10
Correspondence	218
Correspondence	13
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	12
Medical Treatment Record - Non-Government Facility	84
Medical Treatment Record - Non-Government Facility	11
Correspondence	17
Congressionals	10
Medical Treatment Record - Non-Government Facility	13
Correspondence	11
Correspondence	70
Correspondence	46
Congressionals	160
VA 21-2507a Request for Physical Examination	13
Congressionals	10
C&P Exam	13
Award Print	10
Congressionals	285
Congressionals	11
AMA Notification Letter	33
VA Form 10182 Notice of Disagreement	56
VA Form 10182 Notice of Disagreement	12
Congressionals	20
VA Form 10182 Notice of Disagreement	29
Correspondence	70
Third Party Correspondence	157
Correspondence	10
Correspondence	98
Congressionals	589
Power of Attorney (incl. VA 21-22, VA 22a)	15
Power of Attorney (incl. VA 21-22, VA 22a)	21
BVA Decision	11
BVA Decision	499
Rating Decision - Narrative	12
Rating Decision - Codesheet	53
Correspondence	45
other	72
VA 21-0781a, Statement in Support of Claim for PTSD Secondary to Sexual Assault	102
VA 21-4138 Statement In Support of Claim	41
Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)	39
Rating Decision - Narrative	25
Rating Decision - Narrative	36
C&P Exam	206
other	11
other	19
NOD	65
other	50
Rating Decision - Narrative	47
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
Rating Decision - Narrative	26
VETSNET Award Print	13
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	11
Returned Mail	11
STR	11
other	11
VA 119 Report of Contact	23
Rating Decision - Codesheet	10
VA 28-8832 Application for Counseling	10
CAPRI	11
SOC	10
Form 9	10
Form 8	19
RAMP Opt-In Notice	91
Rating Decision - Codesheet	12
VETSNET Award Print	63
SOC	21
Rating Decision - Narrative	36
Rating Decision - Narrative	29
Report of Death	17
VA 21-0820 Report of General Information	354
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	13
Correspondence	1559
VA Form 10182 Notice of Disagreement	15
VA Form 10182 Notice of Disagreement	39
NOD	22
SOC	119
Rating Decision - Narrative	37
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	22
VA Form 10182 Notice of Disagreement	16
SSOC	61
BVA Decision	151
RAMP Opt-In Notice	69
Appeal Notification Letter	685
other	29
Rating Decision - Narrative	14
NOD	120
Fax Cover Sheet	10
Web / HTML Documents	11
other	15
Medical Treatment Record - Government Facility	12
VA 21-4138 Statement In Support of Claim	27
Correspondence	13
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	45
Rating Decision - Narrative	77
Rating Decision - Codesheet	16
other	215
BVA Decision	111
Rating Decision - Narrative	18
Rating Decision - Narrative	11
C&P Exam	51
VA 21-4138 Statement In Support of Claim	14
Rating Decision - Narrative	21
Rating Decision - Codesheet	21
VA 26-8937 - Verification Of VA Benefits	32
VA Exam Worksheet	17
Medical Treatment Record - Non-Government Facility	16
Medical Treatment Record - Government Facility	10
other	10
other	15
other	11
other	10
other	65
Rating Decision - Narrative	23
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	10
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	45
BVA Decision	30
BVA Decision	54
SSOC	487
DD 214 Certified Original - Certificate of Release or Discharge From Active Duty	62
Rating Decision - Codesheet	147
Medical Treatment Record - Government Facility	87
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	23
CAPRI	143
5103 / DTA Letter	23
Medical Treatment Record - Non-Government Facility	96
Medical Treatment Record - Non-Government Facility	33
Medical Treatment Record - Non-Government Facility	71
CAPRI	155
VA Examination	176
C&P Exam	62
C&P Exam	684
Rating Decision - Narrative	12
Rating Decision - Codesheet	17
VA Form 10182 Notice of Disagreement	3107053
Rating Decision - Narrative	436
VA 21-686c Application Request To Add And/Or Remove Dependents	14
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	23
Rating Decision - Narrative	111
BVA Decision	32
Correspondence	17
other	17
Third Party Correspondence	16
other	13
BVA Decision	54
Hearing Transcript	154
Rating Decision - Narrative	38
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	14
Rating Decision - Narrative	12
VA 21-4138 Statement In Support of Claim	17
VA 21-4138 Statement In Support of Claim	13
Identification Materials	31
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	11
Correspondence	24
STR - Medical - Photocopy	10
other	19
VA 21-2680 Examination for Housebound Status or Permanent Need for Regular Aid and Attendance	10
STR - Medical - Photocopy	10
VA 21-4138 Statement In Support of Claim	20
STR - Medical - Photocopy	10
STR - Medical - Photocopy	13
Correspondence	10
Rating Decision - Narrative	18
other	10
other	20
Correspondence	14
Rating Decision - Narrative	16
Rating Decision - Narrative	43
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	10
other	13
other	10
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	66
Rating Decision - Narrative	29
Rating Decision - Narrative	12
Correspondence	11
Rating Decision - Narrative	15
Rating Decision - Narrative	15
Rating Decision - Narrative	22
Rating Decision - Narrative	13
Rating Decision - Narrative	23
Rating Decision - Narrative	15
Rating Decision - Narrative	51
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
Agent Fee Agreement	10
NOD	14
Third Party Correspondence	13
Third Party Correspondence	15
Third Party Correspondence	30
Third Party Correspondence	12
Election DRO Process	158
VA 21-526EZ, Fully Developed Claim (Compensation)	27
SOC	99
other	36
Correspondence	13
Power of Attorney (incl. VA 21-22, VA 22a)	22
RAMP Opt-in Election	11
Deferred Rating (e.g. VA Form 21-6789)	31
Rating Decision - Codesheet	14
other	10
C&P Exam	11
Correspondence	12
VETSNET Award Print	27
Correspondence	12
Correspondence	16
Third Party Correspondence	23
Medical Treatment Record - Non-Government Facility	20
Correspondence	10
NOD	10
Rating Decision - Narrative	10
CAPRI	10
C&P Exam	17
C&P Exam	10
Correspondence	15
Correspondence	10
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	16
other	10
Appeal Process Request Letter	11
other	11
Congressionals	12
Correspondence	11
Email Correspondence	10
VA 21-0781, Statement in Support of Claim for PTSD	13
Correspondence	11
Photographs	169
BVA Letter	21
other	12
Motion to Advance on Docket	11
Correspondence	14
Form 9	12
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	18
Correspondence	27
Rating Decision - Narrative	13
Rating Decision - Narrative	14
NOD	14
RAMP Opt-In Notice	23
Rating Decision - Narrative	54
Correspondence	12
other	12
VA 27-0820a Report of First Notice of Death	16
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	27
NOD	24
other	18
other	26
other	10
other	19
other	18
Correspondence	55
other	22
Correspondence	18
Correspondence	28
Rating Decision - Codesheet	55
BVA Decision	213
Status Letter	1719817
VA 21-0820 Report of General Information	16
Correspondence	38
VA 21-0820 Report of General Information	16
VETSNET Award Print	384
VA 24-0296 Direct Deposit Enrollment	154
VA 21-0820 Report of General Information	3887
Rating Decision - Narrative	76
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	54
NOD	98
Hearing Transcript	147
Rating Decision - Narrative	14
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	12
VA 21-4138 Statement In Support of Claim	179
VA 21-4138 Statement In Support of Claim	15
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	188
Power of Attorney (incl. VA 21-22, VA 22a)	10
Power of Attorney (incl. VA 21-22, VA 22a)	83
Rating Decision - Codesheet	10
Rating Decision - Narrative	10
Rating Decision - Codesheet	18
Rating Decision - Codesheet	59
NOD	10
VETSNET Award Print	13
C&P Exam	12
VA 21-4138 Statement In Support of Claim	47
Third Party Correspondence	1610
Court Documents - General	11
other	13
BVA Decision	41
VA 21-4138 Statement In Support of Claim	14
other	38
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	34
Power of Attorney (incl. VA 21-22, VA 22a)	17
Rating Decision - Codesheet	28
BVA Decision	85
BVA Decision	59693
BVA Decision	17
BVA Decision	494
Rating Decision - Codesheet	98
BVA Decision	15158
Rating Decision - Narrative	2230
VA Examination	25
Disability Benefits Questionnaire (DBQ) - Veteran Provided	12
VA 21-0820 Report of General Information	64
Disability Benefits Questionnaire (DBQ) - Veteran Provided	245
CAPRI	10
CAPRI	51
CAPRI	183
Exam Request	57
CAPRI	27
Medical Treatment Record - Government Facility	10
Military Personnel Record	16
VA Examination	11
VA Examination	12
VA Examination	250
VA Memo	45
STR - Medical	21
VA Examination	22
VA Examination	18
Correspondence	14
Form 9	72604
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	13
Rating Decision - Narrative	14
RAMP Opt-in Election	14
other	161
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	368745
Appeal Notification Letter	50
Rating Decision - Narrative	11
Form 9	35
Rating Decision - Narrative	18
Correspondence	15
other	11
other	7394
Rating Decision - Narrative	21
VA Memo	13
VETSNET Award Print	49
Rating Decision - Codesheet	10
other	14
SOC	84
BVA Decision	72
Subsequent Development Letter	10
Correspondence	15
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	17
Rating Decision - Codesheet	23
VRE Correspondence	11
Exam Request	14
Correspondence	15
VA Form 10182 Notice of Disagreement	10
VA Form 10182 Notice of Disagreement	12
VA Form 10182 Notice of Disagreement	19
VA Form 10182 Notice of Disagreement	11
Correspondence	12
Correspondence	19
VA Form 10182 Notice of Disagreement	11
Correspondence	25
VA 21-0820 Report of General Information	17
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	13
Rating Decision - Narrative	14
SOC	11
other	10
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	102
other	13
other	10
other	15
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	18
other	22
Privacy Act Request Acknowledgement Letter	40
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	11
Correspondence	121
Correspondence	17
VA 10-5345 Request For and Authorization to Release Medical or Health Information	183
VA Form 10182 Notice of Disagreement	62
VA Form 10182 Notice of Disagreement	18
SOC	75
VA Form 20-0998 Your Rights to Seek Further Review of Our Decision	26
VA Memo	37
Correspondence	566
Hearing Transcript	113
Rating Decision - Narrative	50
Correspondence	12
Rating Decision - Narrative	30
Administrative Decision	22
Fiscal Transaction (18) Establish Attorney Fee	25
VA Form 20-0998 Your Rights to Seek Further Review of Our Decision	269
Administrative Decision	12
Rating Decision - Narrative	30
Public Voucher (Form 1047) Attorney Fee Release	25
BVA Letter	17
SSOC	58
SSOC	13
C&P Exam	117
C&P Exam	26
VA Exam Worksheet	534
BVA Letter	12
other	20
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	11
Rating Decision - Narrative	11
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	26
other	10
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	11
Rating Decision - Codesheet	15
other	11
Rating Decision - Codesheet	10
C&P Exam	14
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
other	10
Appeal Checklist	28
other	50
